SENTENCE,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Customers often complain that till they dont touch try or test the product they are not convinced if they want to purchase it,0,1,-0.9999990000010001,0.04347825897920613,23,13.043478260869565,55.21739130434783,23,4,23,34,0,4.478260869565218
This can also be true for products that are new and the customers need to be educated about its use,1,0,0.9999990000010001,0.04999999750000012,20,10.0,43.6,20,3,20,33,0,4.0
Hence it becomes important for brands to bridge this gap as far as possible through their online medium,1,0,0.9999990000010001,0.055555552469135974,18,22.22222222222222,50.088888888888896,18,5,18,32,0,4.777777777777778
Product demonstrations are considered one of the most promising and upcoming applications of AR technology giving brands a way to provide an immersive experience to consumers,1,0,0.9999990000010001,0.03846153698224858,26,34.61538461538461,83.44615384615385,26,10,26,58,0,5.730769230769231
Gucci partnered with Snapchat for the first global branded AR shoe try on the lens hugely increasing fanfare,1,0,0.9999990000010001,0.055555552469135974,18,11.11111111111111,47.644444444444446,18,3,18,30,0,5.055555555555555
Social message Corporate Social Responsibility should not be missed when it comes to social media engagement,0,1,-0.9999990000010001,0.06249999609375024,16,50.0,63.2,16,8,16,39,0,5.8125
If a brand has the reach to spread awareness then they must use it,0,0,0.0,0.0,14,7.142857142857142,29.257142857142856,14,1,14,20,0,3.7857142857142856
Creating content to spread social awareness adds an emotional touch too,0,0,0.0,0.0,11,36.36363636363637,42.94545454545455,11,4,11,26,0,5.545454545454546
If a customer connects with a brand on an emotional level its hard for competitors to break it,0,2,-0.99999950000025,0.11111110493827195,18,16.666666666666664,44.266666666666666,18,3,18,30,0,4.277777777777778
Doves steady and impactful social message still stands out as marketing thats more than just marketing,1,0,0.9999990000010001,0.06249999609375024,16,31.25,53.300000000000004,16,5,16,30,0,5.4375
The Real Beauty campaign has been refreshed multiple times since it first launched in 2004,2,0,0.99999950000025,0.13333332444444504,15,20.0,44.0,15,5,15,28,0,5.066666666666666
Doves latest campaign once again highlighted the core message going far beyond surface aesthetic to focus on the beauty of real human values,1,0,0.9999990000010001,0.04347825897920613,23,26.08695652173913,66.43478260869566,23,8,23,49,0,5.130434782608695
The Courage is Beautiful campaign successfully honored the healthcare workers who have been working selflessly throughout the 2020 pandemic,4,0,0.9999997500000625,0.21052630470914185,19,36.84210526315789,70.33684210526316,19,8,19,44,0,6.368421052631579
The fact remains that the share of mind and voice are key elements to being the dominant force in the world today,0,0,0.0,0.0,22,18.181818181818183,52.472727272727276,22,4,22,35,0,4.181818181818182
Social media marketing has leveraged all the elements and made its presence felt in every customer engagement,0,0,0.0,0.0,17,41.17647058823529,60.070588235294125,17,8,17,37,0,5.470588235294118
Finding unique ways to really stand out among the competition is key to a successful digital marketing strategy,1,0,0.9999990000010001,0.055555552469135974,18,27.77777777777778,55.51111111111111,18,5,18,36,0,5.222222222222222
Newer and more customized tools to feel the pulse of the market come up every single day to meet the ever-changing needs of marketing heads,0,0,0.0,0.0,25,8.0,58.800000000000004,25,3,25,45,0,4.6
At the end of the day customer is indeed king,0,0,0.0,0.0,10,10.0,22.0,10,2,10,14,0,3.6
And companies would do well to remember it,1,0,0.9999990000010001,0.12499998437500197,8,12.5,21.8,8,2,8,14,0,4.375
Blackcoffer Insights 19 Debmalya Banik ChowdhuryXLRI Jamshedpur& Tanisha GuptaXLRI Delhi,0,0,0.0,0.0,11,54.54545454545454,57.018181818181816,11,6,11,24,0,7.181818181818182
Petty Entrepreneurs like Streetside Food Stalls form an essential part of an economy that plays a significant role in balancing the development of a nations economy,2,2,0.0,0.15384614792899431,26,34.61538461538461,79.44615384615385,26,9,26,53,0,5.346153846153846
The importance of street food vendors not only helps in increasing the countrys per capita income but also helps to make a living for the unemployed in society with a limited investment,0,2,-0.99999950000025,0.06249999804687507,32,18.75,81.5,32,8,32,58,0,4.8125
Most of them are the sole breadwinners for their families,0,0,0.0,0.0,10,10.0,26.8,10,2,10,19,0,4.8
So with the Covid-19 wreaking havoc the uncertainty of the lockdown policies increased the concern of people over hygiene and the lack of investment to upgrade their businesses to provide better hygiene facilities that can take away food from their mouths,1,3,-0.49999987500003124,0.09756097323022017,41,19.51219512195122,109.8048780487805,41,12,41,83,0,5.2439024390243905
Various states have provided relief packages and support but in a country as populous as ours it has hardly been appropriately implemented,2,0,0.99999950000025,0.09090908677685969,22,18.181818181818183,62.472727272727276,22,7,22,47,1,5.318181818181818
Delhi for instance recently announced a rupee 500 million stimulus package to nearly 500000 rupees recognizing the severe consequences of the loss of livelihoods,0,2,-0.99999950000025,0.08333332986111125,24,33.33333333333333,77.73333333333333,24,11,24,53,0,5.75
The sellers intended remedy is a credit loan that provides all sellers with an initial working capital of Rs 10000 but this is not enough,2,0,0.99999950000025,0.07999999680000013,25,12.0,59.6,25,5,25,40,0,4.52
Instead of loans the government should consider converting them directly into income benefits cash subsidies to secure a livelihood in order to initiate income-generating activities on a regular basis,2,0,0.99999950000025,0.06896551486325811,29,37.93103448275862,95.17241379310344,29,13,29,72,0,5.931034482758621
Sellers need income support to get back to work and if they cant they will never be able to repay the loan amount,2,0,0.99999950000025,0.08695651795841226,23,8.695652173913043,48.67826086956522,23,2,23,34,0,3.9565217391304346
In an ever-changing crisis organizations need to take a step forward and ensure that providers are provided with the resources they need to make a living,0,1,-0.9999990000010001,0.03846153698224858,26,15.384615384615385,67.35384615384616,26,6,26,51,0,4.923076923076923
Pandemics have had a vast economic impact on every sector but the most vulnerable sectors such as street vendors suffer the most,0,2,-0.99999950000025,0.09090908677685969,22,13.636363636363635,56.654545454545456,22,3,22,38,0,4.863636363636363
Decreased income can affect most necessities such as payments to family and yourself,0,0,0.0,0.0,13,15.384615384615385,39.753846153846155,13,4,13,27,0,5.538461538461538
Due to a lack of fixed salaries stalls cannot quit their jobs,0,2,-0.99999950000025,0.15384614201183525,13,0.0,24.400000000000002,13,1,13,20,0,3.8461538461538463
If possible it might be only a few days unlike regular employees,0,0,0.0,0.0,12,25.0,35.6,12,4,12,21,0,4.416666666666667
For them the risk of infection is far less frightening than hunger,0,3,-0.9999996666667778,0.2499999791666684,12,16.666666666666664,33.06666666666666,12,2,12,18,0,4.583333333333333
Unlike many of the businesses most of these food vendors lack the infrastructure to go online and sell products through platforms like Swiggy or Zomato,1,1,0.0,0.07999999680000013,25,16.0,66.8,25,5,25,45,0,5.08
Regret not going digital before says Dilip Das a Street side food stall owner at Sector V Kolkata,0,2,-0.99999950000025,0.11111110493827195,18,16.666666666666664,45.46666666666667,18,3,18,31,0,4.444444444444445
Dilip Das used to run a small streetside food stall that provided meals to all the employees around the area which is filled with multinational companies,0,1,-0.9999990000010001,0.03846153698224858,26,15.384615384615385,67.35384615384616,26,7,26,51,0,4.923076923076923
It was a booming business till the arrival of Covid,1,0,0.9999990000010001,0.09999999000000101,10,30.0,32.4,10,3,10,17,0,4.2
Then with the lockdown arriving almost all the companies opted for Work from Home policies,1,0,0.9999990000010001,0.06666666222222252,15,6.666666666666667,38.66666666666667,15,3,15,27,0,5.066666666666666
Dilip tried to start deliveries but with a lack of support and fear of infection that business ended before it even started,1,3,-0.49999987500003124,0.18181817355371938,22,13.636363636363635,54.654545454545456,22,4,22,40,0,4.636363636363637
Citing similar reasons Swapan Mondal who runs a south Indian food stall at Park Street said that he did know how to operate a smartphone,0,1,-0.9999990000010001,0.03999999840000006,25,20.0,62.400000000000006,25,5,25,43,0,4.48
And since sales were good he did not care about learning either,1,0,0.9999990000010001,0.08333332638888948,12,25.0,35.2,12,3,12,23,0,4.333333333333333
But with the implementation of lockdown which took place within 4 hours people like Swapan barely had time to cope with the changes,1,0,0.9999990000010001,0.04347825897920613,23,8.695652173913043,55.87826086956522,23,2,23,40,0,4.739130434782608
Furthermore the Covid 19 pandemic made people realize how important trains are in our life,1,0,0.9999990000010001,0.06666666222222252,15,33.33333333333333,49.333333333333336,15,5,15,32,1,5.066666666666666
With most of the train network suspended the entire supply chain was disrupted,0,0,0.0,0.0,13,7.6923076923076925,34.276923076923076,13,3,13,22,0,5.076923076923077
Hundreds of quintals of food products rotted away awaiting the logistical issues to fix,0,1,-0.9999990000010001,0.07142856632653098,14,21.428571428571427,43.371428571428574,14,4,14,29,0,5.285714285714286
Many businesses could not afford to run without proper supplies as well,3,0,0.9999996666667778,0.2499999791666684,12,8.333333333333332,31.733333333333334,12,3,12,22,0,5.0
To handle such issues vendors organizations may consider the following solutions Promotion of livelihood for all vendors including sellers of non-essential goods The impact of COVID19 was extremely severe for informal workers who ran out of capital and income and to try to feed themselves during this long embargo,0,2,-0.99999950000025,0.040816325697626006,49,28.57142857142857,137.02857142857144,49,16,49,100,0,5.428571428571429
Sellers need to be able to resume sales in order to survive and governments need to take steps to reopen the market and bring sellers back to the business,0,0,0.0,0.0,29,17.24137931034483,68.49655172413793,29,5,29,48,0,4.344827586206897
Reopening of Markets keeping in mind social distancing and hygiene India has different types of traditionally crowded markets even weekly markets fresh food cooked food and essentials and daily roadside markets,1,1,0.0,0.06451612695109267,31,32.25806451612903,96.90322580645162,31,11,31,68,0,5.806451612903226
These markets have to reopen with the need for social distance in mind and the government needs to publish guidelines for that,0,0,0.0,0.0,22,18.181818181818183,57.67272727272728,22,5,22,40,0,4.7727272727272725
In the future sales areas will also need to be designed with social distance and the need for adequate sanitation running water wash areas toilets in mind,1,0,0.9999990000010001,0.037037035665294975,27,29.629629629629626,73.45185185185186,27,9,27,55,0,4.7407407407407405
Authorities need to work with the Town Bending Commission TVC,1,0,0.9999990000010001,0.09999999000000101,10,10.0,28.400000000000002,10,2,10,19,0,5.2
Provision of direct support that is devoid of existing registration requirements Once the restrictions are lifted and the impact of Covid 19 is somewhat manageable sellers who have been at home for months will need direct income benefits to help them to return to work,4,1,0.599999880000024,0.11111110864197538,45,22.22222222222222,116.0888888888889,45,10,45,86,0,4.977777777777778
The government initiative is a welcome move but not in terms of the type of bailout and eligibility is enough,2,0,0.99999950000025,0.09999999500000024,20,30.0,55.6,20,6,20,39,0,4.5
